INFO:root:Trial - Mean Train RMSE: 0.012195450402921984, Mean Val RMSE: 0.046480597851257494, Mean R2: 0.07826808852029733, Params: {'learning_rate': 0.03700910389219214, 'max_depth': 15, 'gamma': 0.039869191687270884, 'min_child_weight': 8.199001053769642, 'colsample_bytree': 0.7808351020590852, 'max_leaves': 74, 'subsample': 0.7665708775453693, 'reg_alpha': 0.8216856111276868, 'reg_lambda': 1.8284180082473152, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08693620387580923, Mean Val RMSE: 0.103273834351766, Composite Score: 0.17397428377403237, Params: {'learning_rate': 0.010460976551041895, 'max_depth': 4, 'gamma': 1.2554948355275224e-05, 'min_child_weight': 3.6803536438764537, 'colsample_bytree': 0.6659318659381344, 'max_leaves': 149, 'subsample': 0.551488312300952, 'reg_alpha': 3.051936077346442, 'reg_lambda': 7.16278890311768, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.020708287296073734, Mean Val RMSE: 0.05530195818854074, Composite Score: 0.09313865231223314, Params: {'learning_rate': 0.13037562681915016, 'max_depth': 10, 'gamma': 0.00016042575049516234, 'min_child_weight': 18.806542666493577, 'colsample_bytree': 0.5757694441182869, 'max_leaves': 93, 'subsample': 0.6970782412724773, 'reg_alpha': 8.8708016758507, 'reg_lambda': 1.3048940731383305, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.003249401298949564, Mean Val RMSE: 0.039210436151169564, Composite Score: 0.0660497963960021, Params: {'learning_rate': 0.031813872670682274, 'max_depth': 14, 'gamma': 0.002832527286545111, 'min_child_weight': 1.6941777853244433, 'colsample_bytree': 0.8421655239811665, 'max_leaves': 124, 'subsample': 0.7790544287570077, 'reg_alpha': 1.0469769269346731, 'reg_lambda': 6.960545954747828, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.018122752405344094, Mean Val RMSE: 0.051038066740035214, Composite Score: 0.08595588965218016, Params: {'learning_rate': 0.01365344916402688, 'max_depth': 13, 'gamma': 0.0031454653595950114, 'min_child_weight': 1.4583061798332446, 'colsample_bytree': 0.8219272027273883, 'max_leaves': 69, 'subsample': 0.7789741707786895, 'reg_alpha': 0.9141398892044125, 'reg_lambda': 4.836168012578462, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.010035821545360202, Mean Val RMSE: 0.04487140435993231, Composite Score: 0.07556148862462497, Params: {'learning_rate': 0.038780956014324734, 'max_depth': 14, 'gamma': 0.032470446857479296, 'min_child_weight': 1.5794960876921884, 'colsample_bytree': 0.9303491844117393, 'max_leaves': 126, 'subsample': 0.8005348284125118, 'reg_alpha': 1.1785565619730884, 'reg_lambda': 3.2367432344410005, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.028000679855247502, Mean Val RMSE: 0.057957052074219174, Composite Score: 0.09762400926055552, Params: {'learning_rate': 0.006073077466783971, 'max_depth': 9, 'gamma': 0.029969768956974573, 'min_child_weight': 2.996365663484953, 'colsample_bytree': 0.8027995793698558, 'max_leaves': 106, 'subsample': 0.8537450436775725, 'reg_alpha': 0.5153460761413979, 'reg_lambda': 6.708157596599026, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.004531617316541685, Mean Val RMSE: 0.04128390997717598, Composite Score: 0.06952788425027205, Params: {'learning_rate': 0.044389628730644975, 'max_depth': 14, 'gamma': 0.002214659094576828, 'min_child_weight': 2.5687778337716956, 'colsample_bytree': 0.8781462586483507, 'max_leaves': 129, 'subsample': 0.6440152290921355, 'reg_alpha': 1.845130754660177, 'reg_lambda': 8.078482834244898, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0012692606033648309, Mean Val RMSE: 0.04001891929185267, Composite Score: 0.06742137244481113, Params: {'learning_rate': 0.15585362007008935, 'max_depth': 14, 'gamma': 0.00039966843842126375, 'min_child_weight': 1.8723762217394784, 'colsample_bytree': 0.6770916996440656, 'max_leaves': 99, 'subsample': 0.6782725221273492, 'reg_alpha': 1.077320495130451, 'reg_lambda': 5.514554448834926, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0012920659924762303, Mean Val RMSE: 0.03978908309913074, Composite Score: 0.06708046300970154, Params: {'learning_rate': 0.15067951536235744, 'max_depth': 12, 'gamma': 0.00034592028827487174, 'min_child_weight': 1.012030532374396, 'colsample_bytree': 0.6636609239178995, 'max_leaves': 101, 'subsample': 0.7345865777246949, 'reg_alpha': 1.0940209903755216, 'reg_lambda': 5.2442505920588385, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.001954477354181703, Mean Val RMSE: 0.0406951283512337, Composite Score: 0.06855894324174745, Params: {'learning_rate': 0.1516987324089482, 'max_depth': 12, 'gamma': 0.0017202080561451354, 'min_child_weight': 1.0178518375011216, 'colsample_bytree': 0.6752210078347987, 'max_leaves': 95, 'subsample': 0.7459074820447581, 'reg_alpha': 1.1035239656751736, 'reg_lambda': 0.5092012388227286, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.003934771751634786, Mean Val RMSE: 0.04562504321377574, Composite Score: 0.07688494180779451, Params: {'learning_rate': 0.29078621265852367, 'max_depth': 12, 'gamma': 0.009886398002294444, 'min_child_weight': 1.7787868568744574, 'colsample_bytree': 0.7715745169800614, 'max_leaves': 71, 'subsample': 0.6872148076807814, 'reg_alpha': 0.9366585274683997, 'reg_lambda': 6.249926650936909, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002458725637051473, Mean Val RMSE: 0.040898735379099535, Composite Score: 0.06889708688302024, Params: {'learning_rate': 0.13993457610566232, 'max_depth': 11, 'gamma': 0.00019935642486310263, 'min_child_weight': 1.294027250611931, 'colsample_bytree': 0.6717663860223205, 'max_leaves': 102, 'subsample': 0.7446376864536893, 'reg_alpha': 2.0082666642033424, 'reg_lambda': 3.1444239569488124, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.011630602097565463, Mean Val RMSE: 0.04648389593100564, Composite Score: 0.07828820236013644, Params: {'learning_rate': 0.022837082795868668, 'max_depth': 14, 'gamma': 6.010754716833149e-05, 'min_child_weight': 1.2069460064694006, 'colsample_bytree': 0.7606689665749861, 'max_leaves': 58, 'subsample': 0.8515390306397262, 'reg_alpha': 0.8172060163287317, 'reg_lambda': 5.628016393279281, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.006341268871988754, Mean Val RMSE: 0.042744143790724186, Composite Score: 0.07200361432046197, Params: {'learning_rate': 0.05288522757226207, 'max_depth': 10, 'gamma': 0.0006597090985300103, 'min_child_weight': 1.88503373817049, 'colsample_bytree': 0.9865319556636903, 'max_leaves': 77, 'subsample': 0.9082599006864124, 'reg_alpha': 2.7959137218217887, 'reg_lambda': 3.9479973187560224, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.025632229925215872, Mean Val RMSE: 0.05819268819115118, Composite Score: 0.0979667896109203, Params: {'learning_rate': 0.19343401643871866, 'max_depth': 13, 'gamma': 0.1769032018891988, 'min_child_weight': 1.1607837924589013, 'colsample_bytree': 0.8814898479250454, 'max_leaves': 97, 'subsample': 0.6136158713699148, 'reg_alpha': 1.0521631442765635, 'reg_lambda': 7.423489692946721, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.007336410508397182, Mean Val RMSE: 0.042672091039834305, Composite Score: 0.0718671931762729, Params: {'learning_rate': 0.02460476398064658, 'max_depth': 12, 'gamma': 0.014850619447848405, 'min_child_weight': 1.423111169970072, 'colsample_bytree': 0.6075361827704687, 'max_leaves': 116, 'subsample': 0.6770824858547214, 'reg_alpha': 1.1965593373012544, 'reg_lambda': 2.539307623817604, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0024274153148595907, Mean Val RMSE: 0.04037237486043943, Composite Score: 0.06801016676841698, Params: {'learning_rate': 0.11086913026096624, 'max_depth': 14, 'gamma': 0.00035022578220709203, 'min_child_weight': 5.059986301545316, 'colsample_bytree': 0.6387022975448415, 'max_leaves': 122, 'subsample': 0.6620013031129467, 'reg_alpha': 1.771996759111298, 'reg_lambda': 4.571310681325241, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002409980337154684, Mean Val RMSE: 0.03936158801857488, Composite Score: 0.06629309613040837, Params: {'learning_rate': 0.05803586043758396, 'max_depth': 14, 'gamma': 0.0002889849450697685, 'min_child_weight': 1.6569005984945961, 'colsample_bytree': 0.6882397909108041, 'max_leaves': 110, 'subsample': 0.7586453894356213, 'reg_alpha': 1.4381656959970996, 'reg_lambda': 3.7217956045853633, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0034031859676581706, Mean Val RMSE: 0.03981517486989166, Composite Score: 0.06706100040917137, Params: {'learning_rate': 0.054688296615647, 'max_depth': 13, 'gamma': 0.003174313796123681, 'min_child_weight': 1.7071774847735104, 'colsample_bytree': 0.695426181726178, 'max_leaves': 108, 'subsample': 0.7805389974493372, 'reg_alpha': 1.2793847179122806, 'reg_lambda': 3.662639934887688, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0032722166284142305, Mean Val RMSE: 0.03959929995421035, Composite Score: 0.06670209610295044, Params: {'learning_rate': 0.058593154324013, 'max_depth': 13, 'gamma': 0.0027458865195643944, 'min_child_weight': 1.6840509714109808, 'colsample_bytree': 0.695921510503237, 'max_leaves': 110, 'subsample': 0.7973729752560195, 'reg_alpha': 1.3148003005968822, 'reg_lambda': 3.618989664465062, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.008922650671282784, Mean Val RMSE: 0.043989230841576285, Composite Score: 0.07410764385766014, Params: {'learning_rate': 0.028261664521490825, 'max_depth': 13, 'gamma': 0.004171727284274532, 'min_child_weight': 3.029631894276806, 'colsample_bytree': 0.7002878882253344, 'max_leaves': 105, 'subsample': 0.8085964967269635, 'reg_alpha': 2.686256712325838, 'reg_lambda': 3.6484100469370486, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.017362953264680177, Mean Val RMSE: 0.05030457652767515, Composite Score: 0.08470506247867242, Params: {'learning_rate': 0.058084373653933465, 'max_depth': 11, 'gamma': 0.07902783261864675, 'min_child_weight': 2.1256287444673205, 'colsample_bytree': 0.7337535519686867, 'max_leaves': 112, 'subsample': 0.7744299936112975, 'reg_alpha': 1.3458790177939162, 'reg_lambda': 1.8903718262350195, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03377545571936007, Mean Val RMSE: 0.06404649379407404, Composite Score: 0.10788487355682937, Params: {'learning_rate': 0.01798799922310226, 'max_depth': 5, 'gamma': 0.0011271364152850257, 'min_child_weight': 2.689414684417773, 'colsample_bytree': 0.7819307228552701, 'max_leaves': 112, 'subsample': 0.8884018597199191, 'reg_alpha': 0.8906571307725775, 'reg_lambda': 2.9486284935244935, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.008625928132461566, Mean Val RMSE: 0.04388070207210404, Composite Score: 0.07391461453705156, Params: {'learning_rate': 0.05748852024615057, 'max_depth': 10, 'gamma': 0.01185831936012994, 'min_child_weight': 1.6036963989417696, 'colsample_bytree': 0.7136052432279675, 'max_leaves': 121, 'subsample': 0.8203703473230459, 'reg_alpha': 2.1027449670476246, 'reg_lambda': 1.548546059474069, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11938423609467486, Mean Val RMSE: 0.12673751178962314, Composite Score: 0.21351573773279764, Params: {'learning_rate': 0.03401242600878568, 'max_depth': 13, 'gamma': 3.749414067704265, 'min_child_weight': 1.6989769774355188, 'colsample_bytree': 0.6270739935424094, 'max_leaves': 88, 'subsample': 0.767606011249888, 'reg_alpha': 0.5434727885318392, 'reg_lambda': 2.4826817827683, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.01565738726244822, Mean Val RMSE: 0.049527031282816894, Composite Score: 0.0834098034111419, Params: {'learning_rate': 0.018921157444751653, 'max_depth': 14, 'gamma': 0.002630981093810344, 'min_child_weight': 3.4711733673750924, 'colsample_bytree': 0.7435418750476601, 'max_leaves': 80, 'subsample': 0.7225969270628013, 'reg_alpha': 3.3281933957690057, 'reg_lambda': 2.8479924841023743, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.001556376779525365, Mean Val RMSE: 0.03961990092809302, Composite Score: 0.06675141038368923, Params: {'learning_rate': 0.09900814726483045, 'max_depth': 12, 'gamma': 0.0014903547722920957, 'min_child_weight': 1.138125114920211, 'colsample_bytree': 0.6534099183188423, 'max_leaves': 109, 'subsample': 0.7369168028845974, 'reg_alpha': 0.7604077205864798, 'reg_lambda': 4.202443929318556, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002949392851868464, Mean Val RMSE: 0.04052163366774493, Composite Score: 0.06825965670690973, Params: {'learning_rate': 0.10697025571272259, 'max_depth': 13, 'gamma': 0.005647526055789605, 'min_child_weight': 1.1726176130159862, 'colsample_bytree': 0.6923543639091629, 'max_leaves': 107, 'subsample': 0.7595493260808852, 'reg_alpha': 0.7838298906235044, 'reg_lambda': 3.7544519166762123, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0018073214740748488, Mean Val RMSE: 0.038069908077661786, Composite Score: 0.06411681485734429, Params: {'learning_rate': 0.045271194171771285, 'max_depth': 11, 'gamma': 0.0014136912471744152, 'min_child_weight': 1.4303402041436997, 'colsample_bytree': 0.6445527697719372, 'max_leaves': 139, 'subsample': 0.7170518530667883, 'reg_alpha': 0.7421966288362826, 'reg_lambda': 3.4697447669534935, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0022611098121104374, Mean Val RMSE: 0.03804348424478384, Composite Score: 0.06406447162705163, Params: {'learning_rate': 0.030767536611736493, 'max_depth': 11, 'gamma': 0.0018529871641640918, 'min_child_weight': 1.4150090355590084, 'colsample_bytree': 0.651706291292108, 'max_leaves': 143, 'subsample': 0.7156309912034273, 'reg_alpha': 0.6870102890939913, 'reg_lambda': 4.317547993527456, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0018760451534590983, Mean Val RMSE: 0.0382749849586004, Composite Score: 0.06445358276860703, Params: {'learning_rate': 0.03313967993179628, 'max_depth': 9, 'gamma': 0.0008225195230006469, 'min_child_weight': 2.0640837035620705, 'colsample_bytree': 0.5854977439949104, 'max_leaves': 142, 'subsample': 0.7143197165844043, 'reg_alpha': 0.5811847594474049, 'reg_lambda': 2.21515058224365, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.008926450409278436, Mean Val RMSE: 0.043778323544578945, Composite Score: 0.07373821481109052, Params: {'learning_rate': 0.013507042973277159, 'max_depth': 8, 'gamma': 0.0006759830533567516, 'min_child_weight': 2.084864359598036, 'colsample_bytree': 0.5851010355548873, 'max_leaves': 142, 'subsample': 0.7156128147484431, 'reg_alpha': 0.5769958287376943, 'reg_lambda': 2.010633755148251, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0020822327712915756, Mean Val RMSE: 0.03869195705318397, Composite Score: 0.06516440305769572, Params: {'learning_rate': 0.033241101888186804, 'max_depth': 9, 'gamma': 7.428382741633436e-05, 'min_child_weight': 1.4729410924210482, 'colsample_bytree': 0.5973899120199738, 'max_leaves': 140, 'subsample': 0.6266049565768211, 'reg_alpha': 0.6667930186800188, 'reg_lambda': 1.3913195697409675, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0021231307302481575, Mean Val RMSE: 0.038618709822027406, Composite Score: 0.06503747153714495, Params: {'learning_rate': 0.03093431237586498, 'max_depth': 9, 'gamma': 8.640701627915655e-05, 'min_child_weight': 1.3526034106637743, 'colsample_bytree': 0.5414012172164188, 'max_leaves': 142, 'subsample': 0.6271528504853329, 'reg_alpha': 0.6173047891659217, 'reg_lambda': 1.107829911386159, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.008456477369734042, Mean Val RMSE: 0.04363343286329756, Composite Score: 0.07349560123578053, Params: {'learning_rate': 0.012506415815429432, 'max_depth': 9, 'gamma': 3.488941137719451e-05, 'min_child_weight': 1.4026503303636932, 'colsample_bytree': 0.5550214574168517, 'max_leaves': 140, 'subsample': 0.6239950335667321, 'reg_alpha': 0.6468854493281888, 'reg_lambda': 1.042881450419851, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0221860772839473, Mean Val RMSE: 0.054283800573579635, Composite Score: 0.09142450340740377, Params: {'learning_rate': 0.008160396981013871, 'max_depth': 8, 'gamma': 0.00012988000982518168, 'min_child_weight': 5.636936208826089, 'colsample_bytree': 0.5291680162518523, 'max_leaves': 134, 'subsample': 0.5800690279733779, 'reg_alpha': 0.6005039988443274, 'reg_lambda': 1.3004772390615704, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0026925354660485255, Mean Val RMSE: 0.038968463421483725, Composite Score: 0.06562269862183821, Params: {'learning_rate': 0.02921214554698725, 'max_depth': 9, 'gamma': 0.0007876450081140292, 'min_child_weight': 1.3357170133968947, 'colsample_bytree': 0.5891376949691497, 'max_leaves': 144, 'subsample': 0.6024611268764014, 'reg_alpha': 0.7174468032686317, 'reg_lambda': 1.0796013935010045, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0017400539299021172, Mean Val RMSE: 0.03892846199539416, Composite Score: 0.06557285540963116, Params: {'learning_rate': 0.04232031833149196, 'max_depth': 9, 'gamma': 2.1538350402725454e-05, 'min_child_weight': 1.296683808293232, 'colsample_bytree': 0.5935987476849313, 'max_leaves': 140, 'subsample': 0.5832186915176927, 'reg_alpha': 0.679036191108509, 'reg_lambda': 1.533419084715241, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.01602874758456316, Mean Val RMSE: 0.05036190871524715, Composite Score: 0.08482177230076127, Params: {'learning_rate': 0.022579638780609545, 'max_depth': 6, 'gamma': 2.436560598902977e-05, 'min_child_weight': 9.743227630886691, 'colsample_bytree': 0.6115136379667693, 'max_leaves': 137, 'subsample': 0.6511421196391243, 'reg_alpha': 0.5148594039568629, 'reg_lambda': 1.6491082739975673, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.001960996948833767, Mean Val RMSE: 0.0392034365950631, Composite Score: 0.06602779796116354, Params: {'learning_rate': 0.04449648891025284, 'max_depth': 8, 'gamma': 7.953725804158374e-05, 'min_child_weight': 1.482540932737589, 'colsample_bytree': 0.5955920044154882, 'max_leaves': 150, 'subsample': 0.5855083608704419, 'reg_alpha': 0.6652073953310275, 'reg_lambda': 1.2714208036389003, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0018244808579464355, Mean Val RMSE: 0.03902207218346572, Composite Score: 0.06574710167221462, Params: {'learning_rate': 0.038069262518264035, 'max_depth': 10, 'gamma': 2.7322799734628022e-05, 'min_child_weight': 2.043503887496367, 'colsample_bytree': 0.5379521663581156, 'max_leaves': 130, 'subsample': 0.5532806718183415, 'reg_alpha': 0.6236577970450238, 'reg_lambda': 1.4282530850096706, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.00422801251922441, Mean Val RMSE: 0.04197759770661143, Composite Score: 0.07068990903147329, Params: {'learning_rate': 0.04308597695150701, 'max_depth': 7, 'gamma': 1.668412880601809e-05, 'min_child_weight': 1.2537869826286587, 'colsample_bytree': 0.5012072142240772, 'max_leaves': 145, 'subsample': 0.5246410427021063, 'reg_alpha': 0.8340848988838193, 'reg_lambda': 2.1979196841281836, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03523569871277641, Mean Val RMSE: 0.06404510389072812, Composite Score: 0.10787633998513317, Params: {'learning_rate': 0.004190963779613204, 'max_depth': 11, 'gamma': 6.47866541145793e-05, 'min_child_weight': 1.463624576864192, 'colsample_bytree': 0.5580285825187963, 'max_leaves': 139, 'subsample': 0.630462967332009, 'reg_alpha': 0.7291710851306606, 'reg_lambda': 0.731808204917765, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0059504874553833395, Mean Val RMSE: 0.04143387944748031, Composite Score: 0.0697907096723152, Params: {'learning_rate': 0.016960187360637455, 'max_depth': 9, 'gamma': 0.00010590988195645115, 'min_child_weight': 8.158956043561348, 'colsample_bytree': 0.5418367051355957, 'max_leaves': 127, 'subsample': 0.6635410627973662, 'reg_alpha': 0.557564884617649, 'reg_lambda': 1.003941627709411, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0011948211689954233, Mean Val RMSE: 0.03882156792887016, Composite Score: 0.06536312640316344, Params: {'learning_rate': 0.07175486517125043, 'max_depth': 8, 'gamma': 1.0135030684165688e-05, 'min_child_weight': 1.0875535853956193, 'colsample_bytree': 0.5691795559683447, 'max_leaves': 134, 'subsample': 0.7026450582102075, 'reg_alpha': 0.6907461754573907, 'reg_lambda': 1.165062922773229, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.003575243050199202, Mean Val RMSE: 0.041199514519203166, Composite Score: 0.0693835166583189, Params: {'learning_rate': 0.0667351941021864, 'max_depth': 6, 'gamma': 0.00022172447729363758, 'min_child_weight': 1.1138280629776962, 'colsample_bytree': 0.5726761766714156, 'max_leaves': 133, 'subsample': 0.7008462080357837, 'reg_alpha': 0.9576291278318227, 'reg_lambda': 0.8750930661994714, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002487360229740659, Mean Val RMSE: 0.03878178191257414, Composite Score: 0.0653263462797298, Params: {'learning_rate': 0.026910042153940383, 'max_depth': 10, 'gamma': 1.6270928698618623e-05, 'min_child_weight': 1.0889679270911756, 'colsample_bytree': 0.6264102676868835, 'max_leaves': 145, 'subsample': 0.6036335945348476, 'reg_alpha': 0.7053683610881771, 'reg_lambda': 1.1685572516132137, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0018368697525037927, Mean Val RMSE: 0.03784555348963812, Composite Score: 0.063739929905528, Params: {'learning_rate': 0.027181014541778764, 'max_depth': 10, 'gamma': 1.0869877109794521e-05, 'min_child_weight': 1.0638327114921213, 'colsample_bytree': 0.6251506291960264, 'max_leaves': 147, 'subsample': 0.6377346651579401, 'reg_alpha': 0.5080477524512911, 'reg_lambda': 1.145488227174086, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0018892059963304003, Mean Val RMSE: 0.038244022503913414, Composite Score: 0.06441972660780312, Params: {'learning_rate': 0.0264574091971629, 'max_depth': 10, 'gamma': 4.632462800032962e-05, 'min_child_weight': 1.0147803658711527, 'colsample_bytree': 0.6251793739350308, 'max_leaves': 147, 'subsample': 0.6067093012955765, 'reg_alpha': 0.5003628241604416, 'reg_lambda': 0.7729737778145176, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002554528799455906, Mean Val RMSE: 0.03826093271740457, Composite Score: 0.06444004130934576, Params: {'learning_rate': 0.02014826025803738, 'max_depth': 11, 'gamma': 3.7958198431679465e-05, 'min_child_weight': 1.5392454676408396, 'colsample_bytree': 0.6496187776411881, 'max_leaves': 150, 'subsample': 0.6758020680754835, 'reg_alpha': 0.505614563774039, 'reg_lambda': 0.5752164597821456, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0025433883396884867, Mean Val RMSE: 0.03829781862455941, Composite Score: 0.06450458086179907, Params: {'learning_rate': 0.020760709478387335, 'max_depth': 11, 'gamma': 4.646589723249708e-05, 'min_child_weight': 1.0026026069467269, 'colsample_bytree': 0.6447857469081631, 'max_leaves': 149, 'subsample': 0.6446725026549368, 'reg_alpha': 0.5147920371308391, 'reg_lambda': 0.5132052910480566, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002797505307090143, Mean Val RMSE: 0.038284762390255744, Composite Score: 0.064477321838563, Params: {'learning_rate': 0.019134325018013962, 'max_depth': 11, 'gamma': 4.0859765738262325e-05, 'min_child_weight': 1.0011962639130558, 'colsample_bytree': 0.6499366546194135, 'max_leaves': 149, 'subsample': 0.676516379460317, 'reg_alpha': 0.5030919905417345, 'reg_lambda': 0.5109930387170691, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.00457942186088328, Mean Val RMSE: 0.04027771617652197, Composite Score: 0.06783561689952378, Params: {'learning_rate': 0.015590208139411072, 'max_depth': 11, 'gamma': 4.45723792204357e-05, 'min_child_weight': 1.2490851467372008, 'colsample_bytree': 0.6193786326224398, 'max_leaves': 145, 'subsample': 0.676094758969051, 'reg_alpha': 0.5679992762556296, 'reg_lambda': 0.6106408082883056, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.007273782564508158, Mean Val RMSE: 0.042266807177653166, Composite Score: 0.0711880988805476, Params: {'learning_rate': 0.010928990228290239, 'max_depth': 10, 'gamma': 0.0005502764226008193, 'min_child_weight': 1.919024475326871, 'colsample_bytree': 0.6471884088987779, 'max_leaves': 149, 'subsample': 0.716300777104835, 'reg_alpha': 0.5081783820446336, 'reg_lambda': 0.5898481338118996, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06561481288097941, Mean Val RMSE: 0.08732423266132713, Composite Score: 0.1470820226213817, Params: {'learning_rate': 0.015492502233068766, 'max_depth': 11, 'gamma': 0.018931264705307496, 'min_child_weight': 1.5542772824893791, 'colsample_bytree': 0.6346612481669768, 'max_leaves': 22, 'subsample': 0.6886298038735965, 'reg_alpha': 8.495216255621092, 'reg_lambda': 0.7594290717338513, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06391126706887225, Mean Val RMSE: 0.08433303657370494, Composite Score: 0.14206196128642634, Params: {'learning_rate': 0.02463799686177466, 'max_depth': 10, 'gamma': 0.8936670971282292, 'min_child_weight': 14.593639223129973, 'colsample_bytree': 0.661094177525269, 'max_leaves': 137, 'subsample': 0.6690299282355366, 'reg_alpha': 0.5838780906135563, 'reg_lambda': 0.5683098137670214, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002565064800407563, Mean Val RMSE: 0.03838533941593292, Composite Score: 0.06465878023650351, Params: {'learning_rate': 0.020501274947517037, 'max_depth': 11, 'gamma': 4.2815588107564644e-05, 'min_child_weight': 1.0650617019824147, 'colsample_bytree': 0.6451822544897629, 'max_leaves': 150, 'subsample': 0.64178364065629, 'reg_alpha': 0.509911456688904, 'reg_lambda': 0.5147680151117422, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0030689796630821334, Mean Val RMSE: 0.03925781533640633, Composite Score: 0.06612854199394677, Params: {'learning_rate': 0.019662455911969384, 'max_depth': 12, 'gamma': 4.5314000947703884e-05, 'min_child_weight': 1.028650975556429, 'colsample_bytree': 0.6166136436480655, 'max_leaves': 146, 'subsample': 0.6472041722593169, 'reg_alpha': 0.551149017827803, 'reg_lambda': 0.6508102830316855, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.000961701413473536, Mean Val RMSE: 0.037262114531327835, Composite Score: 0.06275635896991086, Params: {'learning_rate': 0.04819976580438139, 'max_depth': 10, 'gamma': 1.7994574719708626e-05, 'min_child_weight': 1.2068203583935837, 'colsample_bytree': 0.6577591630588127, 'max_leaves': 131, 'subsample': 0.6878855947399269, 'reg_alpha': 0.5035924165047831, 'reg_lambda': 0.6671274423872179, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0011180500647366657, Mean Val RMSE: 0.037424410899282494, Composite Score: 0.06304449871162288, Params: {'learning_rate': 0.04840276244230917, 'max_depth': 10, 'gamma': 1.7211641582541975e-05, 'min_child_weight': 1.1461299857953355, 'colsample_bytree': 0.6723572983462941, 'max_leaves': 131, 'subsample': 0.6823313126883075, 'reg_alpha': 0.6108903623340927, 'reg_lambda': 0.6641396470098856, 'device': 'cuda'}
